id,name,members,buy_limit,value,high_alch,low_alch,examine
1161,Adamant full helm,0,125,3520,2112,1408,A full face helmet.
1163,Rune full helm,0,70,35200,21120,14080,A full face helmet.
1165,Black full helm,0,125,1056,633,422,A full face helmet.
1167,Leather cowl,0,125,24,14,9,Better than no armour!
1169,Coif,0,125,200,120,80,Light weight head protection.
1171,Wooden shield,0,125,20,12,8,A solid wooden shield.
1173,Bronze sq shield,0,125,48,28,19,A medium square shield.
1175,Iron sq shield,0,125,168,100,67,A medium square shield.
1177,Steel sq shield,0,125,600,360,240,A medium square shield.
1179,Black sq shield,0,125,1152,691,460,A medium square shield.
1181,Mithril sq shield,0,125,1560,936,624,A medium square shield.
1183,Adamant sq shield,0,125,3840,2304,1536,A medium square shield.
1185,Rune sq shield,0,70,38400,23040,15360,A medium square shield.
1187,Dragon sq shield,1,70,500000,300000,200000,An ancient and powerful looking Dragon Square shield.
1189,Bronze kiteshield,0,125,68,40,27,A large metal shield.
1191,Iron kiteshield,0,125,238,142,95,A large metal shield.
1193,Steel kiteshield,0,125,850,510,340,A large metal shield.
1195,Black kiteshield,0,125,1632,979,652,A large metal shield.
1197,Mithril kiteshield,0,125,2210,1326,884,A large metal shield.
1199,Adamant kiteshield,0,125,5440,3264,2176,A large metal shield.
1201,Rune kiteshield,0,70,54400,32640,21760,A large metal shield.
1203,Iron dagger,0,125,35,21,14,Short but pointy.
1205,Bronze dagger,0,125,10,6,4,Short but pointy.
1207,Steel dagger,0,125,125,75,50,Short but pointy.
1209,Mithril dagger,0,125,325,195,130,A dangerous dagger.
1211,Adamant dagger,0,125,800,480,320,Short and deadly.
1213,Rune dagger,0,70,8000,4800,3200,A powerful dagger.
1215,Dragon dagger,1,70,30000,18000,12000,A powerful dagger.
1217,Black dagger,0,125,240,144,96,A vicious black dagger.
1219,Iron dagger(p),1,125,35,21,14,The blade is covered with poison.
1221,Bronze dagger(p),1,125,10,6,4,This dagger is poisoned.
1223,Steel dagger(p),1,125,125,75,50,The blade has been poisoned.
1225,Mithril dagger(p),1,125,325,195,130,A poisoned Mithril dagger.
1227,Adamant dagger(p),1,125,800,480,320,A very dangerous poisoned dagger.
1229,Rune dagger(p),1,70,8000,4800,3200,The blade is covered with a nasty poison.
1231,Dragon dagger(p),1,70,24000,14400,9600,A powerful dagger.
1233,Black dagger(p),1,125,240,144,96,This dagger is poisoned.
1237,Bronze spear,1,125,26,15,10,A bronze tipped spear.
1239,Iron spear,1,125,91,54,36,An iron tipped spear.
1241,Steel spear,1,125,325,195,130,A steel tipped spear.
1243,Mithril spear,1,125,845,507,338,A mithril tipped spear.
1245,Adamant spear,1,125,2080,1248,832,An adamantite tipped spear.
1247,Rune spear,1,70,20800,12480,8320,A rune tipped spear.
1249,Dragon spear,1,70,62400,37440,24960,A dragon tipped spear.
1251,Bronze spear(p),1,125,26,15,10,A poisoned bronze tipped spear.
1253,Iron spear(p),1,125,91,54,36,A poisoned iron tipped spear.
1255,Steel spear(p),1,125,325,195,130,A poisoned steel tipped spear.
1257,Mithril spear(p),1,125,845,507,338,A poisoned mithril tipped spear.
1259,Adamant spear(p),1,125,2080,1248,832,A poisoned adamantite tipped spear.
1261,Rune spear(p),1,70,20800,12480,8320,A poisoned rune tipped spear.
1263,Dragon spear(p),1,70,62400,37440,24960,A poisoned dragon tipped spear.
1265,Bronze pickaxe,0,40,1,1,1,Used for mining.
1267,Iron pickaxe,0,40,140,84,56,Used for mining.
1269,Steel pickaxe,0,40,500,300,200,Used for mining.
1271,Adamant pickaxe,0,40,3200,1920,1280,Used for mining.
1273,Mithril pickaxe,0,40,1300,780,520,Used for mining.
1275,Rune pickaxe,0,40,32000,19200,12800,Used for mining.
1277,Bronze sword,0,125,26,15,10,A razor sharp sword.
1279,Iron sword,0,125,91,54,36,A razor sharp sword.
1281,Steel sword,0,125,325,195,130,A razor sharp sword.
1283,Black sword,0,125,624,374,249,A razor sharp sword.
1285,Mithril sword,0,125,845,507,338,A razor sharp sword.
1287,Adamant sword,0,125,2080,1248,832,A razor sharp sword.
1289,Rune sword,0,70,20800,12480,8320,A razor sharp sword.
1291,Bronze longsword,0,125,40,24,16,A razor sharp longsword.
1293,Iron longsword,0,125,140,84,56,A razor sharp longsword.
1295,Steel longsword,0,125,500,300,200,A razor sharp longsword.
1297,Black longsword,0,125,960,576,384,A razor sharp longsword.
1299,Mithril longsword,0,125,1300,780,520,A razor sharp longsword.
1301,Adamant longsword,0,125,3200,1920,1280,A razor sharp longsword.
1303,Rune longsword,0,70,32000,19200,12800,A razor sharp longsword.
1305,Dragon longsword,1,70,100000,60000,40000,A very powerful sword.
1307,Bronze 2h sword,0,125,80,48,32,A two handed sword.
1309,Iron 2h sword,0,125,280,168,112,A two handed sword.
1311,Steel 2h sword,0,125,1000,600,400,A two handed sword.
1313,Black 2h sword,0,125,1920,1152,768,A two handed sword.
1315,Mithril 2h sword,0,125,2600,1560,1040,A two handed sword.
1317,Adamant 2h sword,0,125,6400,3840,2560,A two handed sword.
1319,Rune 2h sword,0,70,64000,38400,25600,A two handed sword.
1321,Bronze scimitar,0,125,32,19,12,"A vicious, curved sword."
1323,Iron scimitar,0,125,112,67,44,"A vicious, curved sword."
1325,Steel scimitar,0,125,400,240,160,"A vicious, curved sword."
1327,Black scimitar,0,125,768,460,307,"A vicious, curved sword."
1329,Mithril scimitar,0,125,1040,624,416,"A vicious, curved sword."
1331,Adamant scimitar,0,125,2560,1536,1024,"A vicious, curved sword."
1333,Rune scimitar,0,70,25600,15360,10240,"A vicious, curved sword."
1335,Iron warhammer,0,125,173,103,69,I don't think it's intended for joinery.
1337,Bronze warhammer,0,125,47,28,18,I don't think it's intended for joinery.
1339,Steel warhammer,0,125,640,384,256,I don't think it's intended for joinery.
1341,Black warhammer,0,125,980,588,392,I don't think it's intended for joinery.
1343,Mithril warhammer,0,125,1660,996,664,I don't think it's intended for joinery.
1345,Adamant warhammer,0,125,4120,2472,1648,I don't think it's intended for joinery.
1347,Rune warhammer,0,70,41500,24900,16600,I don't think it's intended for joinery.
1349,Iron axe,0,40,56,33,22,A woodcutter's axe.
1351,Bronze axe,0,40,16,9,6,A woodcutter's axe.
1353,Steel axe,0,40,200,120,80,A woodcutter's axe.
1355,Mithril axe,0,40,520,312,208,A powerful axe.
1357,Adamant axe,0,40,1280,768,512,A powerful axe.
1359,Rune axe,0,40,12800,7680,5120,A powerful axe.
1361,Black axe,0,40,384,230,153,A sinister looking axe.
1363,Iron battleaxe,0,125,182,109,72,A vicious looking axe.
1365,Steel battleaxe,0,125,650,390,260,A vicious looking axe.
1367,Black battleaxe,0,125,1248,748,499,A vicious looking axe.
1369,Mithril battleaxe,0,125,1690,1014,676,A vicious looking axe.
1371,Adamant battleaxe,0,125,4160,2496,1664,A vicious looking axe.
1373,Rune battleaxe,0,70,41600,24960,16640,A vicious looking axe.
1375,Bronze battleaxe,0,125,52,31,20,A vicious looking axe.
1377,Dragon battleaxe,1,70,200000,120000,80000,A vicious looking axe.
1379,Staff,0,125,15,9,6,It's a slightly magical stick.
1381,Staff of air,0,125,1500,900,600,A Magical staff.
1383,Staff of water,0,125,1500,900,600,A Magical staff.
1385,Staff of earth,0,125,1500,900,600,A Magical staff.
1387,Staff of fire,0,125,1500,900,600,A Magical staff.
1389,Magic staff,0,125,200,120,80,A Magical staff.
1391,Battlestaff,1,11000,7000,4200,2800,It's a slightly magical stick.
1393,Fire battlestaff,1,18000,15500,9300,6200,It's a slightly magical stick.
1395,Water battlestaff,1,18000,15500,9300,6200,It's a slightly magical stick.
1397,Air battlestaff,1,18000,15500,9300,6200,It's a slightly magical stick.
1399,Earth battlestaff,1,18000,15500,9300,6200,It's a slightly magical stick.
1401,Mystic fire staff,1,18000,42500,25500,17000,It's a slightly magical stick.
1403,Mystic water staff,1,18000,42500,25500,17000,It's a slightly magical stick.
1405,Mystic air staff,1,18000,42500,25500,17000,It's a slightly magical stick.
1407,Mystic earth staff,1,18000,42500,25500,17000,It's a slightly magical stick.
1420,Iron mace,0,125,63,37,25,A spiky mace.
1422,Bronze mace,0,125,18,10,7,A spiky mace.
1424,Steel mace,0,125,225,135,90,A spiky mace.
1426,Black mace,0,125,432,259,172,A spiky mace.
1428,Mithril mace,0,125,585,351,234,A spiky mace.
1430,Adamant mace,0,125,1440,864,576,A spiky mace.
1432,Rune mace,0,70,14400,8640,5760,A spiky mace.
1434,Dragon mace,1,70,50000,30000,20000,A spiky mace.
1436,Rune essence,0,20000,4,2,1,An unimbued rune.
1438,Air talisman,0,11000,4,2,1,A mysterious power emanates from the talisman...
1440,Earth talisman,0,11000,4,2,1,A mysterious power emanates from the talisman...
1442,Fire talisman,0,11000,4,2,1,A mysterious power emanates from the talisman...
1444,Water talisman,0,11000,4,2,1,A mysterious power emanates from the talisman...
1446,Body talisman,0,11000,4,2,1,A mysterious power emanates from the talisman...
1448,Mind talisman,0,11000,4,2,1,A mysterious power emanates from the talisman...
1450,Blood talisman,1,,4,2,1,A mysterious power emanates from the talisman...
1452,Chaos talisman,1,11000,4,2,1,A mysterious power emanates from the talisman...
1454,Cosmic talisman,1,11000,4,2,1,A mysterious power emanates from the talisman...
1456,Death talisman,1,11000,4,2,1,A mysterious power emanates from the talisman...
1462,Nature talisman,1,11000,4,2,1,A mysterious power emanates from the talisman...
1464,Archery ticket,1,18000,25,15,10,I can exchange this for equipment.
1470,Red bead,0,11000,4,2,1,A small round red bead.
1472,Yellow bead,0,11000,4,2,1,A small round yellow bead.
1474,Black bead,0,11000,4,2,1,A small round black bead.
1476,White bead,0,11000,4,2,1,A small round white bead.
1478,Amulet of accuracy,0,5,100,60,40,It increases my aim.
1511,Logs,0,15000,4,2,1,A number of wooden logs.
1513,Magic logs,1,12000,320,192,128,Logs cut from a magic tree.
1515,Yew logs,0,12000,160,96,64,Logs cut from a yew tree.
1517,Maple logs,0,15000,80,48,32,Logs cut from a maple tree.
1519,Willow logs,0,15000,40,24,16,Logs cut from a willow tree.
1521,Oak logs,0,15000,20,12,8,Logs cut from an oak tree.
1523,Lockpick,1,250,20,12,8,For picking tough locks.
1539,Steel nails,0,13000,3,1,1,Keeps things in place fairly permanently.
1540,Anti-dragon shield,0,125,20,12,8,This provides partial protection from dragonbreath attacks.
1550,Garlic,0,11000,3,1,1,A clove of garlic.
1552,Seasoned sardine,1,15,10,6,4,Sardine flavoured with doogle leaves.
1573,Doogle leaves,1,15,2,1,1,"A tasty herb, good for seasoning."
1592,Ring mould,0,40,5,3,2,Used to make rings.
1595,Amulet mould,0,40,5,3,2,Used to make amulets.
1597,Necklace mould,0,40,5,3,2,Used to make necklaces.
1599,Holy mould,0,40,5,3,2,Used to make holy symbols of Saradomin.
1601,Diamond,0,11000,2000,1200,800,This looks valuable.
1603,Ruby,0,13000,1000,600,400,This looks valuable.
1605,Emerald,0,13000,500,300,200,This looks valuable.
1607,Sapphire,0,13000,250,150,100,This looks valuable.
1609,Opal,1,13000,100,60,40,A semi precious stone.
1611,Jade,1,13000,150,90,60,A semi precious stone.
1613,Red topaz,1,11000,200,120,80,A semi precious stone.
1615,Dragonstone,1,11000,10000,6000,4000,This looks valuable.
1617,Uncut diamond,0,10000,200,120,80,This would be worth more cut.
1619,Uncut ruby,0,10000,100,60,40,This would be worth more cut.
1621,Uncut emerald,0,10000,50,30,20,This would be worth more cut.
1623,Uncut sapphire,0,10000,25,15,10,This would be worth more cut.
1625,Uncut opal,1,10000,20,12,8,This would be worth more cut.
1627,Uncut jade,1,10000,30,18,12,This would be worth more cut.
1629,Uncut red topaz,1,10000,40,24,16,This would be worth more cut.
1631,Uncut dragonstone,1,10000,1000,600,400,This would be worth more cut.
1635,Gold ring,0,18000,350,210,140,A valuable ring.
1637,Sapphire ring,0,10000,900,540,360,A valuable ring.
1639,Emerald ring,0,10000,1275,765,510,A valuable ring.
1641,Ruby ring,0,10000,2025,1215,810,A valuable ring.
1643,Diamond ring,0,10000,3525,2115,1410,A valuable ring.
1645,Dragonstone ring,1,10000,17625,10575,7050,A valuable ring.
1654,Gold necklace,0,18000,450,270,180,I wonder if this is valuable.
1656,Sapphire necklace,0,18000,1050,630,420,I wonder if this is valuable.
1658,Emerald necklace,0,18000,1425,855,570,I wonder if this is valuable.
1660,Ruby necklace,0,18000,2175,1305,870,I wonder if this is valuable.
1662,Diamond necklace,0,18000,3675,2205,1470,I wonder if this is valuable.
1664,Dragon necklace,1,10000,18375,11025,7350,I wonder if this is valuable.
1673,Gold amulet (u),0,18000,350,210,140,It needs a string so I can wear it.
1675,Sapphire amulet (u),0,10000,900,540,360,It needs a string so I can wear it.
1677,Emerald amulet (u),0,10000,1275,765,510,It needs a string so I can wear it.
1679,Ruby amulet (u),0,10000,2025,1215,810,It needs a string so I can wear it.
1681,Diamond amulet (u),0,10000,3525,2115,1410,It needs a string so I can wear it.
1683,Dragonstone amulet (u),1,10000,17625,10575,7050,It needs a string so I can wear it.
1692,Gold amulet,0,18000,350,210,140,A plain gold amulet.
1694,Sapphire amulet,0,10000,900,540,360,I wonder if I can get this enchanted.
1696,Emerald amulet,0,10000,1275,765,510,I wonder if I can get this enchanted.
1698,Ruby amulet,0,10000,2025,1215,810,I wonder if I can get this enchanted.
1700,Diamond amulet,0,10000,3525,2115,1410,I wonder if I can get this enchanted.
1702,Dragonstone amulet,1,10000,17625,10575,7050,I wonder if I can get this enchanted.
1704,Amulet of glory,1,10000,17625,10575,7050,A very powerful dragonstone amulet.
1712,Amulet of glory(4),1,10000,17625,10575,7050,A dragonstone amulet with 4 magic charges.
1714,Unstrung symbol,0,10000,200,120,80,It needs a string so I can wear it.
1716,Unblessed symbol,0,10000,200,120,80,A symbol of Saradomin.
1718,Holy symbol,0,125,300,180,120,A blessed holy symbol of Saradomin.
1720,Unstrung emblem,1,10000,200,120,80,It needs a string so I can wear it.
1722,Unpowered symbol,1,10000,200,120,80,An unblessed symbol of Zamorak.
1724,Unholy symbol,1,125,200,120,80,An unholy symbol of Zamorak.
1725,Amulet of strength,0,125,2025,1215,810,An enchanted ruby amulet.
1727,Amulet of magic,0,125,900,540,360,An enchanted sapphire amulet of magic.
1729,Amulet of defence,0,125,1275,765,510,An enchanted emerald amulet of protection.
1731,Amulet of power,0,125,3525,2115,1410,An enchanted diamond amulet of power.
1733,Needle,0,40,1,1,1,Used with a thread to make clothes.
1734,Thread,0,18000,1,1,1,Used with a needle to make clothes.
1735,Shears,0,40,1,1,1,For shearing sheep.
1737,Wool,0,13000,1,1,1,I think this came from a sheep.
1739,Cowhide,0,13000,2,1,1,I should take this to the tannery.
1741,Leather,0,13000,1,1,1,It's a piece of leather.
1743,Hard leather,0,13000,1,1,1,It's a piece of hard leather.
1745,Green dragon leather,1,13000,50,30,20,It's a piece of prepared green dragonhide.
1747,Black dragonhide,1,11000,150,90,60,The scaly rough hide from a Black Dragon.
1749,Red dragonhide,1,11000,145,87,58,The scaly rough hide from a Red Dragon.
1751,Blue dragonhide,1,13000,140,84,56,The scaly rough hide from a Blue Dragon.
1753,Green dragonhide,1,13000,135,81,54,The scaly rough hide from a Green Dragon.
1755,Chisel,0,40,1,1,1,Good for detailed Crafting.
1757,Brown apron,0,40,2,1,1,A mostly clean apron.
1759,Ball of wool,0,13000,2,1,1,Spun from sheeps' wool.
1761,Soft clay,0,13000,2,1,1,Clay soft enough to mould.
1763,Red dye,0,150,5,3,2,A little bottle of red dye.
1765,Yellow dye,0,150,5,3,2,A little bottle of yellow dye.
1767,Blue dye,0,150,5,3,2,A little bottle of blue dye.
1769,Orange dye,0,150,5,3,2,A little bottle of orange dye.
1771,Green dye,0,150,5,3,2,A little bottle of green dye.
1773,Purple dye,0,150,5,3,2,A little bottle of purple dye.
1775,Molten glass,1,13000,3,1,1,Hot glass ready to be blown into useful objects.
1777,Bow string,1,13000,10,6,4,I need a bow stave to attach this to.
1779,Flax,1,13000,5,3,2,I should use this with a spinning wheel.
1781,Soda ash,1,13000,2,1,1,One of the ingredients for making glass.
1783,Bucket of sand,1,13000,2,1,1,One of the ingredients for making glass.
1785,Glassblowing pipe,1,40,2,1,1,Used to form molten glass into useful items.
1787,Unfired pot,0,10000,1,1,1,I need to put this in a pottery oven.
1789,Unfired pie dish,0,10000,3,1,1,I need to put this in a pottery oven.
1791,Unfired bowl,0,10000,2,1,1,I need to put this in a pottery oven.
1793,Woad leaf,0,11000,1,1,1,A slightly bluish leaf.
1794,Bronze wire,1,15,20,12,8,Useful for Crafting items.
1823,Waterskin(4),1,2000,30,18,12,A full waterskin with four portions of water.
1831,Waterskin(0),1,10000,15,9,6,A completely empty waterskin - you'll need to fill it up.
1833,Desert shirt,1,150,40,24,16,"A cool, light desert shirt."
1835,Desert robe,1,150,40,24,16,"A cool, light desert robe."
1837,Desert boots,1,150,20,12,8,Comfortable desert shoes.
1854,Shantay pass (item),1,18000,5,3,2,Allows you to pass through the Shantay pass into the Kharid Desert.
1859,Raw ugthanki meat,1,11000,2,1,1,I need to cook this first.
1861,Ugthanki meat,1,11000,5,3,2,Freshly cooked ugthanki meat.
1865,Pitta bread,1,11000,10,6,4,Nicely baked pitta bread. Needs more ingredients to make a kebab.
1869,Chopped tomato,1,11000,3,1,1,A mixture of tomatoes in a bowl.
1871,Chopped onion,1,11000,3,1,1,A mixture of onions in a bowl.
1873,Chopped ugthanki,1,11000,5,3,2,Strips of ugthanki meat in a bowl.
1875,Onion & tomato,1,11000,5,3,2,A mixture of chopped onions and tomatoes in a bowl.
1877,Ugthanki & onion,1,11000,7,4,2,A mixture of chopped onions and ugthanki meat in a bowl.
1879,Ugthanki & tomato,1,11000,7,4,2,A mixture of chopped tomatoes and ugthanki meat in a bowl.
1881,Kebab mix,1,11000,9,5,3,"A mixture of chopped tomatoes, onions and ugthanki meat in a bowl."
