id,name,runelite_const,config_name,members,tradeable,ge_tradeable,stackable,noted_id,placeholder_id,value,high_alch,low_alch,ge_buy_limit,weight_g,inventory_ops,ground_ops,examine,params
172,null,Cert._2DOSERANGERSPOTION,cert_2doserangerspotion,0,1,0,0,171,-1,1,,,,0,Drop,Take,,
173,Ranging potion(1),_1DOSERANGERSPOTION,1doserangerspotion,1,1,1,0,174,19346,144,86,57,2000,20,Drink|Empty|Drop,Take,1 dose of ranging potion.,"{""468"":5}"
174,null,Cert._1DOSERANGERSPOTION,cert_1doserangerspotion,0,1,0,0,173,-1,1,,,,0,Drop,Take,,
175,Antipoison(3),_3DOSEANTIPOISON,3doseantipoison,0,1,1,0,176,19347,288,172,115,2000,30,Drink|Empty|Drop,Take,3 doses of antipoison potion.,"{""434"":15,""436"":5,""468"":24}"
176,null,Cert._3DOSEANTIPOISON,cert_3doseantipoison,0,1,0,0,175,-1,1,,,,0,Drop,Take,,
177,Antipoison(2),_2DOSEANTIPOISON,2doseantipoison,0,1,1,0,178,19348,216,129,86,2000,25,Drink|Empty|Drop,Take,2 doses of antipoison potion.,"{""468"":24}"
178,null,Cert._2DOSEANTIPOISON,cert_2doseantipoison,0,1,0,0,177,-1,1,,,,0,Drop,Take,,
179,Antipoison(1),_1DOSEANTIPOISON,1doseantipoison,0,1,1,0,180,19349,144,86,57,2000,20,Drink|Empty|Drop,Take,1 dose of antipoison potion.,"{""468"":24}"
180,null,Cert._1DOSEANTIPOISON,cert_1doseantipoison,0,1,0,0,179,-1,1,,,,0,Drop,Take,,
181,Superantipoison(3),_3DOSE2ANTIPOISON,3dose2antipoison,1,1,1,0,182,19350,288,172,115,2000,30,Drink|Empty|Drop,Take,3 doses of super antipoison potion.,"{""434"":15,""436"":48,""468"":25}"
182,null,Cert._3DOSE2ANTIPOISON,cert_3dose2antipoison,0,1,0,0,181,-1,1,,,,0,Drop,Take,,
183,Superantipoison(2),_2DOSE2ANTIPOISON,2dose2antipoison,1,1,1,0,184,19351,216,129,86,2000,25,Drink|Empty|Drop,Take,2 doses of super antipoison potion.,"{""468"":25}"
184,null,Cert._2DOSE2ANTIPOISON,cert_2dose2antipoison,0,1,0,0,183,-1,1,,,,0,Drop,Take,,
185,Superantipoison(1),_1DOSE2ANTIPOISON,1dose2antipoison,1,1,1,0,186,19352,144,86,57,2000,20,Drink|Empty|Drop,Take,1 dose of super antipoison potion.,"{""468"":25}"
186,null,Cert._1DOSE2ANTIPOISON,cert_1dose2antipoison,0,1,0,0,185,-1,1,,,,0,Drop,Take,,
187,Weapon poison,WEAPON_POISON,weapon_poison,1,1,1,0,188,15267,144,86,57,2000,25,Empty|Drop,Take,For use on daggers and projectiles.,"{""434"":15,""436"":60}"
188,null,Cert.WEAPON_POISON,cert_weapon_poison,0,1,0,0,187,-1,1,,,,0,Drop,Take,,
189,Zamorak brew(3),_3DOSEPOTIONOFZAMORAK,3dosepotionofzamorak,1,1,1,0,190,19353,175,105,70,2000,30,Drink|Empty|Drop,Take,3 doses of Zamorak brew.,"{""434"":15,""436"":78,""468"":14}"
190,null,Cert._3DOSEPOTIONOFZAMORAK,cert_3dosepotionofzamorak,0,1,0,0,189,-1,1,,,,0,Drop,Take,,
191,Zamorak brew(2),_2DOSEPOTIONOFZAMORAK,2dosepotionofzamorak,1,1,1,0,192,19354,150,90,60,2000,25,Drink|Empty|Drop,Take,2 doses of Zamorak brew.,"{""468"":14}"
192,null,Cert._2DOSEPOTIONOFZAMORAK,cert_2dosepotionofzamorak,0,1,0,0,191,-1,1,,,,0,Drop,Take,,
193,Zamorak brew(1),_1DOSEPOTIONOFZAMORAK,1dosepotionofzamorak,1,1,1,0,194,19355,125,75,50,2000,20,Drink|Empty|Drop,Take,1 dose of Zamorak brew.,"{""468"":14}"
194,null,Cert._1DOSEPOTIONOFZAMORAK,cert_1dosepotionofzamorak,0,1,0,0,193,-1,1,,,,0,Drop,Take,,
195,Potion,ACNE_POTION,acne_potion,0,1,0,0,196,15270,1,,,,25,Drop,Take,This is meant to be good for spots.,
196,null,Cert.ACNE_POTION,cert_acne_potion,0,1,0,0,195,-1,1,,,,0,Drop,Take,,
197,Poison chalice,POISON_CHALICE,poison_chalice,1,1,1,0,198,15271,20,12,8,2000,56,Drink|Drop,Take,A cup of a strange brew...,
198,null,Cert.POISON_CHALICE,cert_poison_chalice,0,1,0,0,197,-1,1,,,,0,Drop,Take,,
199,Grimy guam leaf,UNIDENTIFIED_GUAM,unidentified_guam,1,1,1,0,200,15196,13,7,5,13000,7,Clean|Drop,Take,It needs cleaning.,
200,null,Cert.UNIDENTIFIED_GUAM,cert_unidentified_guam,0,1,0,0,199,-1,1,,,,0,Drop,Take,,
201,Grimy marrentill,UNIDENTIFIED_MARENTILL,unidentified_marentill,1,1,1,0,202,15197,14,8,5,13000,7,Clean|Drop,Take,It needs cleaning.,
202,null,Cert.UNIDENTIFIED_MARENTILL,cert_unidentified_marentill,0,1,0,0,201,-1,1,,,,0,Drop,Take,,
203,Grimy tarromin,UNIDENTIFIED_TARROMIN,unidentified_tarromin,1,1,1,0,204,15198,15,9,6,13000,7,Clean|Drop,Take,It needs cleaning.,
204,null,Cert.UNIDENTIFIED_TARROMIN,cert_unidentified_tarromin,0,1,0,0,203,-1,1,,,,0,Drop,Take,,
205,Grimy harralander,UNIDENTIFIED_HARRALANDER,unidentified_harralander,1,1,1,0,206,15199,16,9,6,13000,7,Clean|Drop,Take,It needs cleaning.,
206,null,Cert.UNIDENTIFIED_HARRALANDER,cert_unidentified_harralander,0,1,0,0,205,-1,1,,,,0,Drop,Take,,
207,Grimy ranarr weed,UNIDENTIFIED_RANARR,unidentified_ranarr,1,1,1,0,208,15200,30,18,12,11000,7,Clean|Drop,Take,It needs cleaning.,
208,null,Cert.UNIDENTIFIED_RANARR,cert_unidentified_ranarr,0,1,0,0,207,-1,1,,,,0,Drop,Take,,
209,Grimy irit leaf,UNIDENTIFIED_IRIT,unidentified_irit,1,1,1,0,210,15201,17,10,6,13000,7,Clean|Drop,Take,It needs cleaning.,
210,null,Cert.UNIDENTIFIED_IRIT,cert_unidentified_irit,0,1,0,0,209,-1,1,,,,0,Drop,Take,,
211,Grimy avantoe,UNIDENTIFIED_AVANTOE,unidentified_avantoe,1,1,1,0,212,15202,18,10,7,13000,7,Clean|Drop,Take,It needs cleaning.,
212,null,Cert.UNIDENTIFIED_AVANTOE,cert_unidentified_avantoe,0,1,0,0,211,-1,1,,,,0,Drop,Take,,
213,Grimy kwuarm,UNIDENTIFIED_KWUARM,unidentified_kwuarm,1,1,1,0,214,15204,20,12,8,13000,7,Clean|Drop,Take,It needs cleaning.,
214,null,Cert.UNIDENTIFIED_KWUARM,cert_unidentified_kwuarm,0,1,0,0,213,-1,1,,,,0,Drop,Take,,
215,Grimy cadantine,UNIDENTIFIED_CADANTINE,unidentified_cadantine,1,1,1,0,216,15205,22,13,8,11000,7,Clean|Drop,Take,It needs cleaning.,
216,null,Cert.UNIDENTIFIED_CADANTINE,cert_unidentified_cadantine,0,1,0,0,215,-1,1,,,,0,Drop,Take,,
217,Grimy dwarf weed,UNIDENTIFIED_DWARF_WEED,unidentified_dwarf_weed,1,1,1,0,218,15207,24,14,9,11000,7,Clean|Drop,Take,It needs cleaning.,
218,null,Cert.UNIDENTIFIED_DWARF_WEED,cert_unidentified_dwarf_weed,0,1,0,0,217,-1,1,,,,0,Drop,Take,,
219,Grimy torstol,UNIDENTIFIED_TORSTOL,unidentified_torstol,1,1,1,0,220,15208,25,15,10,11000,7,Clean|Drop,Take,It needs cleaning.,
220,null,Cert.UNIDENTIFIED_TORSTOL,cert_unidentified_torstol,0,1,0,0,219,-1,1,,,,0,Drop,Take,,
221,Eye of newt,EYE_OF_NEWT,eye_of_newt,0,1,1,0,222,15241,3,1,1,13000,7,Drop,Take,It seems to be looking at me.,
222,null,Cert.EYE_OF_NEWT,cert_eye_of_newt,0,1,0,0,221,-1,1,,,,0,Drop,Take,,
223,Red spiders' eggs,RED_SPIDERS_EGGS,red_spiders_eggs,0,1,1,0,224,15242,7,4,2,13000,7,Drop,Take,Ewww!,
224,null,Cert.RED_SPIDERS_EGGS,cert_red_spiders_eggs,0,1,0,0,223,-1,1,,,,0,Drop,Take,,
225,Limpwurt root,LIMPWURT_ROOT,limpwurt_root,0,1,1,0,226,15243,7,4,2,13000,7,Drop,Take,The root of a limpwurt plant.,
226,null,Cert.LIMPWURT_ROOT,cert_limpwurt_root,0,1,0,0,225,-1,1,,,,0,Drop,Take,,
227,Vial of water,VIAL_WATER,vial_water,0,1,1,0,228,15244,2,1,1,13000,20,Empty|Drop,Take,A glass vial containing water.,
228,null,Cert.VIAL_WATER,cert_vial_water,0,1,0,0,227,-1,1,,,,0,Drop,Take,,
229,Vial,VIAL_EMPTY,vial_empty,0,1,1,0,230,15245,2,1,1,13000,15,Drop,Take,An empty glass vial.,
230,null,Cert.VIAL_EMPTY,cert_vial_empty,0,1,0,0,229,-1,1,,,,0,Drop,Take,,
231,Snape grass,SNAPE_GRASS,snape_grass,1,1,1,0,232,15246,10,6,4,13000,7,Drop,Take,Strange spiky grass.,
232,null,Cert.SNAPE_GRASS,cert_snape_grass,0,1,0,0,231,-1,1,,,,0,Drop,Take,,
233,Pestle and mortar,PESTLE_AND_MORTAR,pestle_and_mortar,1,1,1,0,234,15247,4,2,1,40,56,Drop,Take,I can grind things for potions in this.,
234,null,Cert.PESTLE_AND_MORTAR,cert_pestle_and_mortar,0,1,0,0,233,-1,1,,,,0,Drop,Take,,
235,Unicorn horn dust,UNICORN_HORN_DUST,unicorn_horn_dust,1,1,1,0,236,15248,20,12,8,13000,7,Drop,Take,Finely ground horn of Unicorn.,
236,null,Cert.UNICORN_HORN_DUST,cert_unicorn_horn_dust,0,1,0,0,235,-1,1,,,,0,Drop,Take,,
237,Unicorn horn,UNICORN_HORN,unicorn_horn,1,1,1,0,238,15249,20,12,8,13000,7,Drop,Take,This horn has restorative properties.,
238,null,Cert.UNICORN_HORN,cert_unicorn_horn,0,1,0,0,237,-1,1,,,,0,Drop,Take,,
239,White berries,WHITE_BERRIES,white_berries,1,1,1,0,240,15250,10,6,4,13000,7,Drop,Take,"Sour berries, used in potions.",
240,null,Cert.WHITE_BERRIES,cert_white_berries,0,1,0,0,239,-1,1,,,,0,Drop,Take,,
241,Dragon scale dust,DRAGON_SCALE_DUST,dragon_scale_dust,1,1,1,0,242,15251,52,31,20,13000,7,Drop,Take,Finely ground scale of Dragon.,
242,null,Cert.DRAGON_SCALE_DUST,cert_dragon_scale_dust,0,1,0,0,241,-1,1,,,,0,Drop,Take,,
243,Blue dragon scale,BLUE_DRAGON_SCALE,blue_dragon_scale,1,1,1,0,244,15252,50,30,20,13000,10,Drop,Take,A large shiny scale.,
244,null,Cert.BLUE_DRAGON_SCALE,cert_blue_dragon_scale,0,1,0,0,243,-1,1,,,,0,Drop,Take,,
245,Wine of Zamorak,WINE_OF_ZAMORAK,wine_of_zamorak,0,1,1,0,246,15253,1,1,1,11000,85,Drop,Take,An evil wine for an evil god.,
246,null,Cert.WINE_OF_ZAMORAK,cert_wine_of_zamorak,0,1,0,0,245,-1,1,,,,0,Drop,Take,,
247,Jangerberries,JANGERBERRIES,jangerberries,1,1,1,0,248,15254,1,1,1,13000,7,Eat|Drop,Take,They don't look very ripe.,
248,null,Cert.JANGERBERRIES,cert_jangerberries,0,1,0,0,247,-1,1,,,,0,Drop,Take,,
249,Guam leaf,GUAM_LEAF,guam_leaf,1,1,1,0,250,15215,3,1,1,13000,7,Drop,Take,A bitter green herb.,
250,null,Cert.GUAM_LEAF,cert_guam_leaf,0,1,0,0,249,-1,1,,,,0,Drop,Take,,
251,Marrentill,MARENTILL,marentill,1,1,1,0,252,15216,5,3,2,13000,7,Drop,Take,A herb used in poison cures.,
252,null,Cert.MARENTILL,cert_marentill,0,1,0,0,251,-1,1,,,,0,Drop,Take,,
253,Tarromin,TARROMIN,tarromin,1,1,1,0,254,15217,11,6,4,13000,7,Drop,Take,A useful herb.,
254,null,Cert.TARROMIN,cert_tarromin,0,1,0,0,253,-1,1,,,,0,Drop,Take,,
255,Harralander,HARRALANDER,harralander,1,1,1,0,256,15218,20,12,8,13000,7,Drop,Take,A useful herb.,
256,null,Cert.HARRALANDER,cert_harralander,0,1,0,0,255,-1,1,,,,0,Drop,Take,,
257,Ranarr weed,RANARR_WEED,ranarr_weed,1,1,1,0,258,15219,25,15,10,11000,7,Drop,Take,A useful herb.,
258,null,Cert.RANARR_WEED,cert_ranarr_weed,0,1,0,0,257,-1,1,,,,0,Drop,Take,,
259,Irit leaf,IRIT_LEAF,irit_leaf,1,1,1,0,260,15220,40,24,16,13000,7,Drop,Take,A useful herb.,
260,null,Cert.IRIT_LEAF,cert_irit_leaf,0,1,0,0,259,-1,1,,,,0,Drop,Take,,
261,Avantoe,AVANTOE,avantoe,1,1,1,0,262,15221,48,28,19,13000,7,Drop,Take,A useful herb.,
262,null,Cert.AVANTOE,cert_avantoe,0,1,0,0,261,-1,1,,,,0,Drop,Take,,
263,Kwuarm,KWUARM,kwuarm,1,1,1,0,264,15223,54,32,21,13000,7,Drop,Take,A powerful herb.,
264,null,Cert.KWUARM,cert_kwuarm,0,1,0,0,263,-1,1,,,,0,Drop,Take,,
265,Cadantine,CADANTINE,cadantine,1,1,1,0,266,15224,65,39,26,11000,7,Drop,Take,A powerful herb.,
266,null,Cert.CADANTINE,cert_cadantine,0,1,0,0,265,-1,1,,,,0,Drop,Take,,
267,Dwarf weed,DWARF_WEED,dwarf_weed,1,1,1,0,268,15226,70,42,28,11000,7,Drop,Take,A powerful herb.,
268,null,Cert.DWARF_WEED,cert_dwarf_weed,0,1,0,0,267,-1,1,,,,0,Drop,Take,,
269,Torstol,TORSTOL,torstol,1,1,1,0,270,15227,75,45,30,11000,7,Drop,Take,A powerful herb.,
270,null,Cert.TORSTOL,cert_torstol,0,1,0,0,269,-1,1,,,,0,Drop,Take,,
271,Pressure gauge,PRESSURE_GAUGE,pressure_gauge,0,0,0,0,,16547,1,,,,56,Drop,Take,It looks like part of a machine.,
272,Fish food,FISH_FOOD,fish_food,0,1,1,0,2478,16548,1,1,1,15,28,Drop,Take,Keeps your pet fish strong and healthy.,
273,Poison,POISON,poison,0,1,1,0,2479,16549,1,1,1,15,20,Drop,Take,This stuff looks nasty.,
274,Poisoned fish food,POISONED_FISH_FOOD,poisoned_fish_food,0,0,0,0,,16550,1,,,,30,Drop,Take,Doesn't seem very nice to the poor fishes.,
275,Key,CLOSET_KEY,closet_key,0,0,0,0,,16551,1,,,,10,Drop,Take,A slightly smelly key (Used in the Ernest the Chicken quest).,
276,Rubber tube,RUBBER_TUBE,rubber_tube,0,0,0,0,,16552,3,,,,28,Drop,Take,It's slightly charred.,
277,Oil can,OIL_CAN,oil_can,0,0,0,0,,16553,3,,,,28,Drop,Take,It's pretty full.,
278,Cattleprod,CATTLEPROD,cattleprod,1,0,0,0,,16879,3,,,,453,Equip|Drop,Take,A sharp cattleprod.,"{""0"":4,""1"":2,""2"":-4,""3"":1,""4"":0,""5"":0,""6"":0,""7"":0,""8"":1,""9"":0,""10"":3,""11"":0,""13"":0,""14"":4}"
279,Sheep feed,POISONED_FEED,poisoned_feed,1,0,0,0,,16880,3,,,,2267,Drop,Take,Councillor Halgrive gave me this to kill some sheep.,
280,Sheep bones (1),SHEEPBONESA,sheepbonesa,1,0,0,0,,-1,1,,,,1360,Drop,Take,The suspicious-looking remains of a suspicious-looking sheep.,
281,Sheep bones (2),SHEEPBONESB,sheepbonesb,1,0,0,0,,-1,1,,,,1360,Drop,Take,The suspicious-looking remains of a suspicious-looking sheep.,
282,Sheep bones (3),SHEEPBONESC,sheepbonesc,1,0,0,0,,-1,1,,,,1360,Drop,Take,The suspicious-looking remains of a suspicious-looking sheep.,
283,Sheep bones (4),SHEEPBONESD,sheepbonesd,1,0,0,0,,-1,1,,,,1360,Drop,Take,The suspicious-looking remains of a suspicious-looking sheep.,
284,Plague jacket,PLAGUE_JACKET,plague_jacket,1,0,0,0,,16881,50,,,,2721,Wear|Drop,Take,"This should protect me from the plague, I hope!",
285,Plague trousers,PLAGUE_TROUSERS,plague_trousers,1,0,0,0,,16882,50,,,,2267,Wear|Drop,Take,"These should protect me from the plague, I hope!",
286,Orange goblin mail,GOBLIN_ARMOUR_ORANGE,goblin_armour_orange,0,0,0,0,,16420,40,,,,3628,Wear|Drop,Take,Some orange armour designed to fit goblins.,
287,Blue goblin mail,GOBLIN_ARMOUR_DARKBLUE,goblin_armour_darkblue,0,0,0,0,,16421,40,,,,3628,Wear|Drop,Take,Some blue armour designed to fit goblins.,
288,Goblin mail,GOBLIN_ARMOUR,goblin_armour,0,1,1,0,289,16428,40,24,16,15,3628,Wear|Drop,Take,Some brown armour designed to fit goblins.,
289,null,Cert.GOBLIN_ARMOUR,cert_goblin_armour,0,1,0,0,288,-1,1,,,,0,Drop,Take,,
290,Research package,RESEARCH_PACKAGE,research_package,0,0,0,0,,17731,30,,,,907,Destroy,Take,This contains some vital research.,"{""295"":1}"
291,Research notes,RESEARCH_NOTES,research_notes,0,0,0,0,,17732,30,,,,28,Destroy,Take,They seem to be written in some kind of code.,"{""295"":1}"
292,Book on Baxtorian,BAXTORIAN_BOOK_WATERFALL_QUEST,baxtorian_book_waterfall_quest,1,0,0,0,,16972,2,,,,510,Read|Drop,Take,A book on elven history in northern Gielinor.,
293,Key,GOLRIE_KEY_WATERFALL_QUEST,golrie_key_waterfall_quest,1,0,0,0,,16973,1,,,,10,Drop,Take,I found this in a cave beneath the Tree Gnome Village (used in the Waterfall Quest).,
294,Glarial's pebble,GLARIALS_PEBBLE_WATERFALL_QUEST,glarials_pebble_waterfall_quest,1,0,0,0,,16974,1,,,,10,Drop,Take,A small pebble with elven inscription.,
295,Glarial's amulet,GLARIALS_AMULET_WATERFALL_QUEST,glarials_amulet_waterfall_quest,1,0,0,0,,16975,1,,,,10,Wear|Drop,Take,A bright green gem set in a necklace.,
296,Glarial's urn,GLARIALS_URN_FULL_WATERFALL_QUEST,glarials_urn_full_waterfall_quest,1,0,0,0,,16976,1,,,,141,Drop,Take,An urn containing Glarial's ashes.,
297,Glarial's urn (empty),GLARIALS_URN_EMPTY_WATERFALL_QUEST,glarials_urn_empty_waterfall_quest,1,0,0,0,,16977,1,,,,85,Drop,Take,An empty urn made for Glarial's ashes.,
298,Key,BAXTORIAN_KEY_WATERFALL_QUEST,baxtorian_key_waterfall_quest,1,0,0,0,,16978,1,,,,10,Drop,Take,I found this within Baxtorian Falls (used in the Waterfall Quest).,
299,Mithril seeds,MITHRIL_SEED,mithril_seed,1,1,1,1,,16979,200,120,80,18000,0,Plant|Drop,Take,Magical seeds in a mithril case.,
300,Rat's tail,RATS_TAIL,rats_tail,0,0,0,0,,17197,3,,,,3,Drop,Take,A bit of rat.,
301,Lobster pot,LOBSTER_POT,lobster_pot,0,1,1,0,302,15432,20,12,8,40,255,Drop,Take,Useful for catching lobsters.,
302,null,Cert.LOBSTER_POT,cert_lobster_pot,0,1,0,0,301,-1,1,,,,0,Drop,Take,,
303,Small fishing net,NET,net,0,1,1,0,304,15433,5,3,2,40,4535,Drop,Take,Useful for catching small fish.,
304,null,Cert.NET,cert_net,0,1,0,0,303,-1,1,,,,0,Drop,Take,,
305,Big fishing net,BIG_NET,big_net,1,1,1,0,306,15434,20,12,8,40,8164,Drop,Take,Useful for catching lots of fish.,
306,null,Cert.BIG_NET,cert_big_net,0,1,0,0,305,-1,1,,,,0,Drop,Take,,
307,Fishing rod,FISHING_ROD,fishing_rod,0,1,1,0,308,15435,5,3,2,40,1360,Drop,Take,Useful for catching sardine or herring.,
308,null,Cert.FISHING_ROD,cert_fishing_rod,0,1,0,0,307,-1,1,,,,0,Drop,Take,,
309,Fly fishing rod,FLY_FISHING_ROD,fly_fishing_rod,0,1,1,0,310,15436,5,3,2,40,1360,Drop,Take,Useful for catching salmon or trout.,
310,null,Cert.FLY_FISHING_ROD,cert_fly_fishing_rod,0,1,0,0,309,-1,1,,,,0,Drop,Take,,
311,Harpoon,HARPOON,harpoon,0,1,1,0,312,15437,5,3,2,40,1360,Drop,Take,Useful for catching really big fish.,
312,null,Cert.HARPOON,cert_harpoon,0,1,0,0,311,-1,1,,,,0,Drop,Take,,
313,Fishing bait,FISHING_BAIT,fishing_bait,0,1,1,1,,15438,3,1,1,8000,0,Drop,Take,For use with a fishing rod.,
314,Feather,FEATHER,feather,0,1,1,1,,15439,2,1,1,30000,0,Drop,Take,Used for fly fishing.,
315,Shrimps,SHRIMP,shrimp,0,1,1,0,316,15440,5,3,2,6000,100,Eat|Drop,Take,Some nicely cooked shrimp.,
316,null,Cert.SHRIMP,cert_shrimp,0,1,0,0,315,-1,1,,,,0,Drop,Take,,
317,Raw shrimps,RAW_SHRIMP,raw_shrimp,0,1,1,0,318,15441,5,3,2,15000,120,Drop,Take,I should try cooking this.,
318,null,Cert.RAW_SHRIMP,cert_raw_shrimp,0,1,0,0,317,-1,1,,,,0,Drop,Take,,
319,Anchovies,ANCHOVIES,anchovies,0,1,1,0,320,15442,15,9,6,15000,100,Eat|Drop,Take,Some nicely cooked anchovies.,
320,null,Cert.ANCHOVIES,cert_anchovies,0,1,0,0,319,-1,1,,,,0,Drop,Take,,
321,Raw anchovies,RAW_ANCHOVIES,raw_anchovies,0,1,1,0,322,15443,15,9,6,13000,120,Drop,Take,I should try cooking this.,
322,null,Cert.RAW_ANCHOVIES,cert_raw_anchovies,0,1,0,0,321,-1,1,,,,0,Drop,Take,,
323,Burnt fish,BURNTFISH1,burntfish1,0,1,0,0,324,-1,1,,,,80,Drop,Take,Oops!,
324,null,Cert.BURNTFISH1,cert_burntfish1,0,1,0,0,323,-1,1,,,,0,Drop,Take,,
325,Sardine,SARDINE,sardine,0,1,1,0,326,15444,10,6,4,6000,120,Eat|Drop,Take,Some nicely cooked sardines.,
326,null,Cert.SARDINE,cert_sardine,0,1,0,0,325,-1,1,,,,0,Drop,Take,,
327,Raw sardine,RAW_SARDINE,raw_sardine,0,1,1,0,328,15445,10,6,4,15000,140,Drop,Take,I should try cooking this.,
328,null,Cert.RAW_SARDINE,cert_raw_sardine,0,1,0,0,327,-1,1,,,,0,Drop,Take,,
329,Salmon,SALMON,salmon,0,1,1,0,330,15446,30,18,12,6000,500,Eat|Drop,Take,Some nicely cooked salmon.,
330,null,Cert.SALMON,cert_salmon,0,1,0,0,329,-1,1,,,,0,Drop,Take,,
331,Raw salmon,RAW_SALMON,raw_salmon,0,1,1,0,332,15447,30,18,12,15000,550,Drop,Take,I should try cooking this.,
332,null,Cert.RAW_SALMON,cert_raw_salmon,0,1,0,0,331,-1,1,,,,0,Drop,Take,,
333,Trout,TROUT,trout,0,1,1,0,334,15448,10,6,4,6000,400,Eat|Drop,Take,Some nicely cooked trout.,
334,null,Cert.TROUT,cert_trout,0,1,0,0,333,-1,1,,,,0,Drop,Take,,
335,Raw trout,RAW_TROUT,raw_trout,0,1,1,0,336,15449,10,6,4,15000,450,Drop,Take,I should try cooking this.,
336,null,Cert.RAW_TROUT,cert_raw_trout,0,1,0,0,335,-1,1,,,,0,Drop,Take,,
337,Giant carp,GIANT_CARP,giant_carp,1,0,0,0,,15450,10,,,,500,Eat|Drop,Take,Some nicely cooked giant carp.,
338,Raw giant carp,RAW_GIANT_CARP,raw_giant_carp,1,0,0,0,,15451,10,,,,550,Drop,Take,I should try cooking this.,
339,Cod,COD,cod,1,1,1,0,340,15452,10,6,4,6000,400,Eat|Drop,Take,Some nicely cooked cod.,
340,null,Cert.COD,cert_cod,0,1,0,0,339,-1,1,,,,0,Drop,Take,,
341,Raw cod,RAW_COD,raw_cod,1,1,1,0,342,15453,10,6,4,15000,450,Drop,Take,I should try cooking this.,
342,null,Cert.RAW_COD,cert_raw_cod,0,1,0,0,341,-1,1,,,,0,Drop,Take,,
343,Burnt fish,BURNTFISH2,burntfish2,0,1,0,0,344,-1,1,,,,350,Drop,Take,Oops!,
344,null,Cert.BURNTFISH2,cert_burntfish2,0,1,0,0,343,-1,1,,,,0,Drop,Take,,
345,Raw herring,RAW_HERRING,raw_herring,0,1,1,0,346,15454,10,6,4,15000,550,Drop,Take,I should try cooking this.,
346,null,Cert.RAW_HERRING,cert_raw_herring,0,1,0,0,345,-1,1,,,,0,Drop,Take,,
347,Herring,HERRING,herring,0,1,1,0,348,15455,10,6,4,6000,500,Eat|Drop,Take,Some nicely cooked herring.,
348,null,Cert.HERRING,cert_herring,0,1,0,0,347,-1,1,,,,0,Drop,Take,,
349,Raw pike,RAW_PIKE,raw_pike,0,1,1,0,350,15456,20,12,8,15000,550,Drop,Take,I should try cooking this.,
350,null,Cert.RAW_PIKE,cert_raw_pike,0,1,0,0,349,-1,1,,,,0,Drop,Take,,
351,Pike,PIKE,pike,0,1,1,0,352,15457,20,12,8,6000,500,Eat|Drop,Take,Some nicely cooked pike.,
352,null,Cert.PIKE,cert_pike,0,1,0,0,351,-1,1,,,,0,Drop,Take,,
353,Raw mackerel,RAW_MACKEREL,raw_mackerel,1,1,1,0,354,15458,15,9,6,15000,350,Drop,Take,I should try cooking this.,
354,null,Cert.RAW_MACKEREL,cert_raw_mackerel,0,1,0,0,353,-1,1,,,,0,Drop,Take,,
355,Mackerel,MACKEREL,mackerel,1,1,1,0,356,15459,15,9,6,6000,300,Eat|Drop,Take,Some nicely cooked mackerel.,
356,null,Cert.MACKEREL,cert_mackerel,0,1,0,0,355,-1,1,,,,0,Drop,Take,,
357,Burnt fish,BURNTFISH3,burntfish3,0,1,0,0,358,-1,1,,,,300,Drop,Take,Oops!,
358,null,Cert.BURNTFISH3,cert_burntfish3,0,1,0,0,357,-1,1,,,,0,Drop,Take,,
359,Raw tuna,RAW_TUNA,raw_tuna,0,1,1,0,360,15460,40,24,16,15000,450,Drop,Take,I should try cooking this.,
360,null,Cert.RAW_TUNA,cert_raw_tuna,0,1,0,0,359,-1,1,,,,0,Drop,Take,,
361,Tuna,TUNA,tuna,0,1,1,0,362,15461,40,24,16,6000,400,Eat|Drop,Take,"Wow, this is a big fish.",
362,null,Cert.TUNA,cert_tuna,0,1,0,0,361,-1,1,,,,0,Drop,Take,,
363,Raw bass,RAW_BASS,raw_bass,1,1,1,0,364,15462,40,24,16,15000,400,Drop,Take,I should try cooking this.,
364,null,Cert.RAW_BASS,cert_raw_bass,0,1,0,0,363,-1,1,,,,0,Drop,Take,,
365,Bass,BASS,bass,1,1,1,0,366,15463,40,24,16,6000,350,Eat|Drop,Take,"Wow, this is a big fish.",
366,null,Cert.BASS,cert_bass,0,1,0,0,365,-1,1,,,,0,Drop,Take,,
367,Burnt fish,BURNTFISH4,burntfish4,0,1,0,0,368,-1,1,,,,300,Drop,Take,Oops!,
368,null,Cert.BURNTFISH4,cert_burntfish4,0,1,0,0,367,-1,1,,,,0,Drop,Take,,
369,Burnt fish,BURNTFISH5,burntfish5,0,1,0,0,370,-1,1,,,,300,Drop,Take,Oops!,
370,null,Cert.BURNTFISH5,cert_burntfish5,0,1,0,0,369,-1,1,,,,0,Drop,Take,,
371,Raw swordfish,RAW_SWORDFISH,raw_swordfish,0,1,1,0,372,15464,80,48,32,15000,500,Drop,Take,I should try cooking this.,
372,null,Cert.RAW_SWORDFISH,cert_raw_swordfish,0,1,0,0,371,-1,1,,,,0,Drop,Take,,
373,Swordfish,SWORDFISH,swordfish,0,1,1,0,374,15465,80,48,32,6000,450,Eat|Drop,Take,I'd better be careful eating this!,"{""1564"":1001}"
374,null,Cert.SWORDFISH,cert_swordfish,0,1,0,0,373,-1,1,,,,0,Drop,Take,,
