id,name,runelite_const,config_name,size_x,size_y,ops,blocks_projectile,obstructs_ground,wall_or_door,varbit_id,varp_id,multi_children,category,map_scene_id
300,Haystack,HAYSTACK3,haystack3,2,2,Search,0,0,1,,,,0,
301,Food trough,FOODTROUGH,foodtrough,2,1,,1,0,1,,,,0,
302,Eggs,EGGS,eggs,1,1,,1,0,1,,,,0,
303,Compost,COMPOST,compost,2,2,,1,0,1,,,,0,
304,Hay bale,HAYBAIL,haybail,1,1,Search,0,0,1,,,,0,
305,Beehive,BEEHIVE,beehive,1,1,,1,0,1,,,,0,
306,Broken cart,BROKENCART,brokencart,3,3,,1,0,1,,,,0,
307,Cart,CART,cart,2,3,,1,0,1,,,,0,
308,Cart,CART_BOXES,cart_boxes,2,3,,1,0,1,,,,0,
309,Log pile,LOGPILE,logpile,1,1,,1,0,1,,,,0,
310,Mud patch,MUDPATCH,mudpatch,2,2,,1,0,1,,,,0,
311,Mudpile,MUDPILE,mudpile,1,2,,1,0,1,,,,0,
312,Potato,POTATO,potato,1,1,Pick,0,0,1,,,,0,143
313,Wheat,WHEAT,wheat,1,1,Pick,0,0,1,,,,240,31
314,null,DUGUPSOIL1,dugupsoil1,1,1,,1,0,0,,,,0,
315,null,DUGUPSOIL2,dugupsoil2,1,1,,1,0,0,,,,0,
316,null,DUGUPSOIL3,dugupsoil3,1,1,,1,0,0,,,,0,
317,null,DUGUPSOIL4,dugupsoil4,1,1,,1,0,0,,,,0,
318,null,DUGUPSOIL5,dugupsoil5,1,1,,1,0,0,,,,0,
319,null,DUGUPSOIL1_LIGHT,dugupsoil1_light,1,1,,1,0,0,,,,0,
320,null,DUGUPSOIL2_LIGHT,dugupsoil2_light,1,1,,1,0,0,,,,0,
321,null,DUGUPSOIL3_LIGHT,dugupsoil3_light,1,1,,1,0,0,,,,0,
322,null,DUGUPSOIL4_LIGHT,dugupsoil4_light,1,1,,1,0,0,,,,0,
323,null,DUGUPSOIL5_LIGHT,dugupsoil5_light,1,1,,1,0,0,,,,0,
324,null,DUGUPSOIL1_LIGHT2,dugupsoil1_light2,1,1,,1,0,0,,,,0,
325,null,DUGUPSOIL2_LIGHT2,dugupsoil2_light2,1,1,,1,0,0,,,,0,
326,null,DUGUPSOIL3_LIGHT2,dugupsoil3_light2,1,1,,1,0,0,,,,0,
327,Broken cart wheel,BROKEN_CART_WHEEL,broken_cart_wheel,1,1,,1,0,1,,,,0,
328,null,MUDPATCH2,mudpatch2,2,1,,0,0,0,,,,0,
329,null,DUGUPSOIL1_DESERT,dugupsoil1_desert,1,1,,1,0,0,,,,0,
330,null,DUGUPSOIL2_DESERT,dugupsoil2_desert,1,1,,1,0,0,,,,0,
331,null,DUGUPSOIL3_DESERT,dugupsoil3_desert,1,1,,1,0,0,,,,0,
332,null,DUGUPSOIL1_SOOT,dugupsoil1_soot,1,1,,1,0,0,,,,0,
333,null,DUGUPSOIL2_SOOT,dugupsoil2_soot,1,1,,1,0,0,,,,0,
334,null,DUGUPSOIL3_SOOT,dugupsoil3_soot,1,1,,1,0,0,,,,0,
335,null,DUGUPSOIL1_GREY,dugupsoil1_grey,1,1,,1,0,0,,,,0,
336,null,DUGUPSOIL2_GREY,dugupsoil2_grey,1,1,,1,0,0,,,,0,
337,null,DUGUPSOIL3_GREY,dugupsoil3_grey,1,1,,1,0,0,,,,0,
338,null,DUGUPSOIL1_SANDFLOOR,dugupsoil1_sandfloor,1,1,,1,0,0,,,,0,
339,null,DUGUPSOIL2_SANDFLOOR,dugupsoil2_sandfloor,1,1,,1,0,0,,,,0,
340,null,DUGUPSOIL3_SANDFLOOR,dugupsoil3_sandfloor,1,1,,1,0,0,,,,0,
341,null,DUGUPSOIL4_SANDFLOOR,dugupsoil4_sandfloor,1,1,,1,0,0,,,,0,
342,null,DUGUPSOIL5_SANDFLOOR,dugupsoil5_sandfloor,1,1,,1,0,0,,,,0,
343,null,DUGUPSOIL1_BODY,dugupsoil1_body,1,1,,1,0,0,,,,0,
344,null,DUGUPSOIL2_BODY,dugupsoil2_body,1,1,,1,0,0,,,,0,
345,null,DUGUPSOIL3_BODY,dugupsoil3_body,1,1,,1,0,0,,,,0,
346,Cabinet,CABINET,cabinet,1,1,,1,0,1,,,,0,
347,Cabinet,CABINET2,cabinet2,1,1,,1,0,1,,,,0,
348,Drawers,DRAWERS1,drawers1,1,1,Open,1,0,1,,,,0,
349,Drawers,DRAWERS1OPEN,drawers1open,1,1,Search|Shut,1,0,1,,,,0,
350,Drawers,DRAWERS2,drawers2,1,1,Open,1,0,1,,,,0,
351,Drawers,DRAWERS2OPEN,drawers2open,1,1,Search|Shut,1,0,1,,,,0,
352,Drawers,DRAWERS3,drawers3,1,1,Open,1,0,1,,,,0,
353,Drawers,DRAWERS3OPEN,drawers3open,1,1,Search|Shut,1,0,1,,,,0,
354,Crate,CRATE2,crate2,1,1,Search,1,0,1,,,,0,
355,Crate,CRATE3,crate3,1,1,Search,1,0,1,,,,0,
356,Crate,CRATE_OLD,crate_old,1,1,Search,1,0,1,,,,0,
357,Crate,CRATE2_OLD,crate2_old,1,1,Search,1,0,1,,,,0,
358,Crate,CRATE3_OLD,crate3_old,1,1,Search,1,0,1,,,,0,
359,Boxes,BOXES,boxes,1,1,Search,1,0,1,,,,242,
360,Boxes,BOXES2,boxes2,1,1,Search,1,0,1,,,,242,
361,Boxes,BOXES3,boxes3,1,1,Search,1,0,1,,,,242,
362,Barrel,BARREL,barrel,1,1,,1,0,1,,,,0,
363,Barrel,BARREL_FISH,barrel_fish,1,1,,1,0,1,,,,0,
364,Barrel,BARRELWITHTAP,barrelwithtap,1,1,,1,0,1,,,,0,
365,Sacks,SACKS,sacks,1,1,Search,1,0,1,,,,220,
366,Crate,CRATE,crate,1,1,Search,1,0,1,,,,0,
367,Cupboard,CUPBOARD,cupboard,1,2,Open,1,0,1,,,,0,
368,Cupboard,CUPBOARDHIGH,cupboardhigh,1,2,Open,1,0,1,,,,0,
369,Large cupboard,CUPBOARD_BIG,cupboard_big,2,3,Open,1,0,1,,,,0,
370,Open Cupboard,CUPBOARDOPEN,cupboardopen,1,2,Search|Shut,1,0,1,,,,0,
371,Cupboard,CUPBOARDOPEN_HIGH,cupboardopen_high,1,2,Search|Shut,1,0,1,,,,0,
372,Large open cupboard,CUPBOARDOPEN_BIG,cupboardopen_big,2,3,Search|Close,1,0,1,,,,0,
373,Dresser,DRESSER,dresser,2,1,,1,0,1,,,,154,
374,Hat stand,HATSTAND,hatstand,1,1,,1,0,1,,,,153,
375,Closed chest,CHESTCLOSED,chestclosed,1,1,Open,1,0,1,,,,0,
376,Closed chest,CHESTCLOSEDGOLD,chestclosedgold,1,1,Open,1,0,1,,,,0,
377,Closed chest,SHUTTWISTEDCHEST,shuttwistedchest,1,1,Open,1,0,1,,,,0,
378,Open chest,CHESTOPEN,chestopen,1,1,Search|Shut,1,0,1,,,,0,
379,Open chest,CHESTOPENGOLD,chestopengold,1,1,Search|Shut,1,0,1,,,,0,
380,Bookcase,BOOKCASE,bookcase,1,2,Search,1,0,1,,,,0,
381,Bookcase,BOOKCASE2,bookcase2,1,1,Search,1,0,1,,,,0,
382,null,DESERTBASKET_CLOSED,desertbasket_closed,1,1,,1,0,0,,,,0,
383,Basket,DESERTBASKET_OPEN,desertbasket_open,1,1,,1,0,1,,,,0,
384,Basket,DESERTBASKET_OPEN2,desertbasket_open2,1,1,,1,0,1,,,,0,
385,Basket,GROUPOFDESERTBASKETS,groupofdesertbaskets,1,1,,1,0,1,,,,0,
386,Large urn,EGYPT_LARGEURN,egypt_largeurn,2,2,,1,0,1,,,,0,
387,Bookshelves,SPOOKYBOOKSHELVES,spookybookshelves,1,2,,1,0,1,,,,0,
388,Wardrobe,SPOOKYWARDROBE,spookywardrobe,1,1,Open,1,0,1,,,,0,
389,Wardrobe,SPOOKYWARDROBE_OPEN,spookywardrobe_open,1,1,Search|Close,1,0,1,,,,0,
390,Wardrobe,SPOOKYWARDROBE_OPEN_SKELETON,spookywardrobe_open_skeleton,1,1,Search|Close,1,0,1,,,,0,
391,null,COOKINGUTENSILS,cookingutensils,1,1,,1,0,0,,,,0,
392,Full fishing net,FISHING_NET_FULL,fishing_net_full,1,1,,1,0,1,,,,0,
393,Bookcase,BOOKCASE_BAMBOO,bookcase_bamboo,1,2,Search,1,0,1,,,,0,
394,Bookcase,SHELVES_BAMBOO,shelves_bamboo,1,2,Search,1,0,1,,,,0,
395,Pot,POT_BAMBOO,pot_bamboo,1,1,,1,0,1,,,,0,
396,Pots,POTS_BAMBOO,pots_bamboo,1,1,,1,0,1,,,,0,
397,Cabinet,CABINET2_DARK,cabinet2_dark,1,1,,1,0,1,,,,0,
398,Coffin,COFFIN,coffin,2,2,Open,0,0,1,,,,0,
399,null,DEADMAN_SAFEZONE_INDICATOR,deadman_safezone_indicator,1,1,,0,0,0,,,,0,
400,Small gravestone,SMALLGRAVE,smallgrave,1,1,,0,0,1,,,,0,
401,Grave marker,POORGRAVESTONE,poorgravestone,1,1,,0,0,1,,,,0,
402,Tombstone,TOMBGRAVESTONE,tombgravestone,2,1,,0,0,1,,,,0,
403,Large grave stone,BIGGRAVESTONE,biggravestone,1,1,,0,0,1,,,,0,
404,Gravestone,GRAVESTONE1,gravestone1,1,1,,0,0,1,,,,0,
405,Gravestone,GRAVESTONE2,gravestone2,1,1,,0,0,1,,,,0,
406,Large grave,LARGEGRAVE,largegrave,2,2,,1,0,1,,,,0,
407,Henge,HENGE,henge,1,2,,0,0,1,,,,0,14
408,Henge,HENGE_DIAGONAL,henge_diagonal,2,2,,0,0,1,,,,0,14
409,Altar,ALTAR,altar,2,1,Pray-at,0,0,1,,,,897,
410,Altar of Guthix,GUTHIX_ALTAR,guthix_altar,2,2,Pray-at,0,0,1,,,,897,
411,Chaos altar,CHAOSALTAR,chaosaltar,2,1,Pray-at,0,0,1,,,,897,
412,Chaos altar,TRAPPEDCHAOSALTAR,trappedchaosaltar,2,1,Pray-at,0,0,1,,,,0,
413,Dolmen,DOLMEN,dolmen,2,2,,0,0,1,,,,0,
414,Coffin,EGYPTCOFFIN1,egyptcoffin1,1,1,Open,1,0,1,,,,0,
415,Coffin,EGYPTCOFFIN2,egyptcoffin2,1,1,Open,1,0,1,,,,0,
416,Church organ,CHURCHORGAN,churchorgan,4,2,Play,1,0,1,,,,0,
417,Bed,BED,bed,1,2,,1,0,1,,,,0,
418,Bed,BLUEBED,bluebed,1,2,,1,0,1,,,,0,
419,Bed,BROWNBED,brownbed,1,2,,1,0,1,,,,0,
420,Bed,ORANGEBED,orangebed,1,2,,1,0,1,,,,0,
421,Bed,DARKKNIGHT_BED,darkknight_bed,1,2,,1,0,1,,,,0,
422,Bed,POORBED,poorbed,1,2,,1,0,1,,,,0,
423,Bed,POORBED2,poorbed2,2,3,,1,0,1,,,,0,
424,Bed,BIGBED,bigbed,2,3,,1,0,1,,,,0,
425,Bed,BIGBED_ORANGE,bigbed_orange,2,3,,1,0,1,,,,0,
426,Bed,BIGBED2,bigbed2,3,3,,1,0,1,,,,0,
427,Bed,BIGBED3,bigbed3,3,3,,1,0,1,,,,0,
428,Bed,BIGBED3_ORANGE,bigbed3_orange,3,3,,1,0,1,,,,0,
429,Bed,BIGBED4,bigbed4,3,3,,1,0,1,,,,0,
430,Hammock,HAMMOCK,hammock,2,1,,1,0,1,,,,0,
431,Chaise lounge,EGYPT_BED,egypt_bed,1,2,,1,0,1,,,,0,
432,Bed,SPOOKYBED,spookybed,3,3,,1,0,1,,,,0,
433,Bed,BIGBED_BAMBOO,bigbed_bamboo,2,3,,1,0,1,,,,0,
434,Bed,BED_BAMBOO,bed_bamboo,1,2,,1,0,1,,,,0,
435,Bed,BED_BAMBOO_MIRROR,bed_bamboo_mirror,1,2,,1,0,1,,,,0,
436,null,FAI_VARROCK_POOR_WALL,fai_varrock_poor_wall,1,1,,1,0,0,,,,0,
437,null,FAI_VARROCK_POOR_WALL_TOP,fai_varrock_poor_wall_top,1,1,,1,0,0,,,,0,
438,Door,FAI_VARROCK_POOR_WALL_TOP_ACTIVE,fai_varrock_poor_wall_top_active,1,1,,1,0,1,,,,0,
439,null,FAI_VARROCK_POOR_WALL_SUPPORT,fai_varrock_poor_wall_support,1,1,,1,0,0,,,,0,
440,null,FAI_VARROCK_POOR_WALL_SUPPORT2,fai_varrock_poor_wall_support2,1,1,,1,0,0,,,,0,
441,null,FAI_VARROCK_POOR_WALL_WINDOW1,fai_varrock_poor_wall_window1,1,1,,1,0,0,,,,0,
442,null,FAI_VARROCK_POOR_WALL_WINDOW2,fai_varrock_poor_wall_window2,1,1,,1,0,0,,,,0,
443,null,FAI_VARROCK_POOR_WALL_HOLES,fai_varrock_poor_wall_holes,1,1,,1,0,0,,,,0,
444,null,FAI_VARROCK_POOR_WALL_DOUBLE,fai_varrock_poor_wall_double,1,1,,1,0,0,,,,0,
445,null,FAI_VARROCK_POOR_WALL_DOUBLE_TERM,fai_varrock_poor_wall_double_term,1,1,,1,0,0,,,,0,
446,null,FAI_VARROCK_POOR_INT_FENCE_JOIN,fai_varrock_poor_int_fence_join,1,1,,1,0,0,,,,0,
447,null,FAI_VARROCK_POOR_INT_FENCE_JOIN_MIRROR,fai_varrock_poor_int_fence_join_mirror,1,1,,1,0,0,,,,0,
448,null,FAI_VARROCK_POOR_WALL_DOUBLE_JOINL,fai_varrock_poor_wall_double_joinl,1,1,,1,0,0,,,,0,
449,null,FAI_VARROCK_POOR_WALL_DOUBLE_JOINR,fai_varrock_poor_wall_double_joinr,1,1,,1,0,0,,,,0,
450,null,FAI_VARROCK_POOR_WALL_LVL2,fai_varrock_poor_wall_lvl2,1,1,,1,0,0,,,,0,
451,null,FAI_VARROCK_POOR_WALL_LVL2_DOUBLE,fai_varrock_poor_wall_lvl2_double,1,1,,1,0,0,,,,0,
452,null,FAI_VARROCK_POOR_WALL_LVL2_OFFSET1,fai_varrock_poor_wall_lvl2_offset1,1,1,,1,0,0,,,,0,
453,null,FAI_VARROCK_POOR_WALL_LVL2_OFFSET2,fai_varrock_poor_wall_lvl2_offset2,1,1,,1,0,0,,,,0,
454,null,FAI_VARROCK_POOR_WINDOW_LVL2_INTERIOR,fai_varrock_poor_window_lvl2_interior,1,1,,1,0,0,,,,0,
455,null,FAI_VARROCK_WALLS_POOR_CRUMBLE,fai_varrock_walls_poor_crumble,1,1,,1,0,0,,,,0,
456,null,FAI_VARROCK_WALLS_POOR_CRUMBLE_DOUBLE,fai_varrock_walls_poor_crumble_double,1,1,,1,0,0,,,,0,
457,null,FAI_VARROCK_WALLS_POOR_CRUMBLE_DOUBLE_LEFT,fai_varrock_walls_poor_crumble_double_left,1,1,,1,0,0,,,,0,
458,null,FAI_VARROCK_WALLS_POOR_CRUMBLE_DOUBLE_SMALL,fai_varrock_walls_poor_crumble_double_small,1,1,,1,0,0,,,,0,
459,null,FAI_VARROCK_WALLS_POOR_CRUMBLE_LEFT,fai_varrock_walls_poor_crumble_left,1,1,,1,0,0,,,,0,
460,null,FAI_VARROCK_WALLS_POOR_CRUMBLE_INV,fai_varrock_walls_poor_crumble_inv,1,1,,1,0,0,,,,0,
461,null,FAI_VARROCK_WALLS_POOR_CRUMBLE_INV_LEFT,fai_varrock_walls_poor_crumble_inv_left,1,1,,1,0,0,,,,0,
462,null,FAI_VARROCK_WALLS_POOR_CRUMBLE_SMALL,fai_varrock_walls_poor_crumble_small,1,1,,1,0,0,,,,0,
463,null,FAI_VARROCK_WALLS_POOR_CRUMBLE_SMALL_LEFT,fai_varrock_walls_poor_crumble_small_left,1,1,,1,0,0,,,,0,
464,null,FAI_VARROCK_WALLS_POOR_CRUMBLE_SMALL_INV,fai_varrock_walls_poor_crumble_small_inv,1,1,,1,0,0,,,,0,
465,null,FAI_VARROCK_WALLS_POOR_CRUMBLE_SMALL_INV_LEFT,fai_varrock_walls_poor_crumble_small_inv_left,1,1,,1,0,0,,,,0,
466,null,FAI_VARROCK_WALLS_POOR_CRUMBLE_LVL2_SMALL,fai_varrock_walls_poor_crumble_lvl2_small,1,1,,1,0,0,,,,0,
467,null,FAI_VARROCK_WALLS_POOR_CRUMBLE_LVL2,fai_varrock_walls_poor_crumble_lvl2,1,1,,1,0,0,,,,0,
468,null,FAI_VARROCK_WALLS_POOR_CRUMBLE_LVL2_LEFT,fai_varrock_walls_poor_crumble_lvl2_left,1,1,,1,0,0,,,,0,
469,null,FAI_VARROCK_POOR_STONE_PILE1,fai_varrock_poor_stone_pile1,1,1,,0,0,0,,,,0,
470,null,BARBERSPOLE,barberspole,1,1,,1,0,0,,,,0,
471,null,FAI_VARROCK_POOR_STONE_PILE2,fai_varrock_poor_stone_pile2,1,1,,0,0,0,,,,0,
472,null,FAI_VARROCK_WALLS_CRUMBLE_LOW1,fai_varrock_walls_crumble_low1,1,1,,1,0,0,,,,0,
473,null,FAI_VARROCK_WALLS_CRUMBLE_LOW2,fai_varrock_walls_crumble_low2,1,1,,1,0,0,,,,0,
474,null,FAI_VARROCK_POOR_WALL_CRACK3,fai_varrock_poor_wall_crack3,1,1,,1,0,0,,,,0,
475,null,FAI_VARROCK_POOR_WALL_CRACK2,fai_varrock_poor_wall_crack2,1,1,,1,0,0,,,,0,
476,null,FAI_VARROCK_POOR_WALL_CRACK,fai_varrock_poor_wall_crack,1,1,,1,0,0,,,,0,
477,null,FAI_VARROCK_POOR_WALL_TERM,fai_varrock_poor_wall_term,1,1,,1,0,0,,,,0,
478,null,FAI_VARROCK_POOR_PLASTER,fai_varrock_poor_plaster,1,1,,1,0,0,,,,0,
479,null,FAI_VARROCK_POOR_PLASTER2,fai_varrock_poor_plaster2,1,1,,1,0,0,,,,0,
480,null,FAI_VARROCK_POOR_FILLER,fai_varrock_poor_filler,1,1,,1,0,0,,,,0,
481,null,FAI_VARROCK_POOR_HORRIBLE_FILLER,fai_varrock_poor_horrible_filler,1,1,,1,0,0,,,,0,
482,null,FAI_VARROCK_POOR_HORRIBLE_FILLER2,fai_varrock_poor_horrible_filler2,1,1,,1,0,0,,,,0,
483,null,FAI_VARROCK_LVL2_POOR_BATTLEMENT_FILLER,fai_varrock_lvl2_poor_battlement_filler,1,1,,1,0,0,,,,0,
484,null,FAI_VARROCK_LVL2_POOR_BATTLEMENT_FILLER_MIRROR,fai_varrock_lvl2_poor_battlement_filler_mirror,1,1,,1,0,0,,,,0,
485,null,FAI_VARROCK_POOR_TO_BATTLE_FILLER,fai_varrock_poor_to_battle_filler,1,1,,1,0,0,,,,0,
486,null,FAI_VARROCK_POOR_TO_BATTLE_FILLER2,fai_varrock_poor_to_battle_filler2,1,1,,1,0,0,,,,0,
487,null,FAI_VARROCK_POOR_INTERIOR_FILLER,fai_varrock_poor_interior_filler,1,1,,1,0,0,,,,0,
488,null,FAI_VARROCK_POOR_INTERIOR_FILLER_MIRROR,fai_varrock_poor_interior_filler_mirror,1,1,,1,0,0,,,,0,
489,null,FAI_VARROCK_POOR_CASTLE_JOIN,fai_varrock_poor_castle_join,1,1,,1,0,0,,,,0,
490,null,FAI_VARROCK_SHANTY_WALL,fai_varrock_shanty_wall,1,1,,1,0,0,,,,0,
491,null,FAI_VARROCK_SHANTY_WALL_THREE,fai_varrock_shanty_wall_three,1,1,,1,0,0,,,,0,
492,null,FAI_VARROCK_SHANTY_WALL_SHARELIGHT,fai_varrock_shanty_wall_sharelight,1,1,,1,0,0,,,,0,
493,null,FAI_VARROCK_SHANTY_WALL_END_RIGHT,fai_varrock_shanty_wall_end_right,1,1,,1,0,0,,,,0,
494,null,FAI_VARROCK_SHANTY_WALL_END_LEFT,fai_varrock_shanty_wall_end_left,1,1,,1,0,0,,,,0,
495,null,FAI_VARROCK_SHANTY_WALL2,fai_varrock_shanty_wall2,1,1,,1,0,0,,,,0,
496,null,FAI_VARROCK_SHANTY_WALL_LEV2,fai_varrock_shanty_wall_lev2,1,1,,1,0,0,,,,0,
497,null,FAI_VARROCK_SHANTY_WALL_LEV2_TYPE2,fai_varrock_shanty_wall_lev2_type2,1,1,,1,0,0,,,,0,
498,null,FAI_VARROCK_SHANTY_WALL_LEV2_END_RIGHT,fai_varrock_shanty_wall_lev2_end_right,1,1,,1,0,0,,,,0,
499,null,FAI_VARROCK_SHANTY_WALL_LEV2_END_LEFT,fai_varrock_shanty_wall_lev2_end_left,1,1,,1,0,0,,,,0,
500,null,FAI_VARROCK_SHANTY_WALL_INSIDE,fai_varrock_shanty_wall_inside,1,1,,1,0,0,,,,0,
501,null,FAI_VARROCK_SHANTY_WALL_INSIDE_MIRROR,fai_varrock_shanty_wall_inside_mirror,1,1,,1,0,0,,,,0,
502,null,FAI_VARROCK_SHANTY_WALL_INSIDE_END_LEFT,fai_varrock_shanty_wall_inside_end_left,1,1,,1,0,0,,,,0,
503,null,FAI_VARROCK_SHANTY_WALL_INSIDE_END_RIGHT,fai_varrock_shanty_wall_inside_end_right,1,1,,1,0,0,,,,0,
504,null,FAI_VARROCK_SHANTY_STRONGER_BLEND,fai_varrock_shanty_stronger_blend,1,1,,1,0,0,,,,0,
505,null,FAI_VARROCK_SHANTY_STRONGER_BLEND_MIRROR,fai_varrock_shanty_stronger_blend_mirror,1,1,,1,0,0,,,,0,
506,null,FAI_VARROCK_SHANTY_STRONGER_JOIN,fai_varrock_shanty_stronger_join,1,1,,1,0,0,,,,0,
507,null,FAI_VARROCK_WALLS_SHANTY_JOIN,fai_varrock_walls_shanty_join,1,1,,1,0,0,,,,0,
508,null,FAI_VARROCK_WALLS_SHANTY_JOIN_MIRROR,fai_varrock_walls_shanty_join_mirror,1,1,,1,0,0,,,,0,
509,null,FAI_VARROCK_WALLS_SHANTY_JOIN_LVL2,fai_varrock_walls_shanty_join_lvl2,1,1,,1,0,0,,,,0,
510,null,FAI_VARROCK_WALLS_SHANTY_JOIN_LVL2_MIRROR,fai_varrock_walls_shanty_join_lvl2_mirror,1,1,,1,0,0,,,,0,
511,null,FAI_VARROCK_SHANTY_WALL_STRONGER,fai_varrock_shanty_wall_stronger,1,1,,1,0,0,,,,0,
512,null,FAI_VARROCK_SHANTY_WALL_STRONGER_SHARELIGHT,fai_varrock_shanty_wall_stronger_sharelight,1,1,,1,0,0,,,,0,
513,null,FAI_VARROCK_CASTLE_SHANTY_JOIN_LOW_LEFT,fai_varrock_castle_shanty_join_low_left,1,1,,1,0,0,,,,0,
514,null,FAI_VARROCK_CASTLE_SHANTY_JOIN_TOP_RIGHT,fai_varrock_castle_shanty_join_top_right,1,1,,1,0,0,,,,0,
515,null,FAI_VARROCK_CASTLE_AND_SHANTY_2X2_FIX,fai_varrock_castle_and_shanty_2x2_fix,2,2,,1,0,0,,,,0,
516,null,FAI_VARROCK_SHANTY_AND_BATTLEMENT,fai_varrock_shanty_and_battlement,1,1,,1,0,0,,,,0,
517,null,FAI_VARROCK_SHANTY_JOINT,fai_varrock_shanty_joint,1,1,,1,0,0,,,,0,
518,null,FAI_VARROCK_SHANTY_JOINT_MIRROR,fai_varrock_shanty_joint_mirror,1,1,,1,0,0,,,,0,
519,null,FAI_VARROCK_SHANTY_JOINT_LV2,fai_varrock_shanty_joint_lv2,1,1,,1,0,0,,,,0,
520,null,FAI_VARROCK_SHANTY_JOINT_MIRROR_LV2,fai_varrock_shanty_joint_mirror_lv2,1,1,,1,0,0,,,,0,
521,null,FAI_VARROCK_FLOORBOARD,fai_varrock_floorboard,1,1,,1,1,0,,,,0,
522,null,FAI_VARROCK_FLOORBOARD2,fai_varrock_floorboard2,1,1,,1,1,0,,,,0,
523,null,FAI_VARROCK_FLOORBOARD_END,fai_varrock_floorboard_end,1,1,,1,1,0,,,,0,
524,null,FAI_VARROCK_FLOORBOARD_OVERHANG,fai_varrock_floorboard_overhang,1,1,,1,1,0,,,,0,
525,null,FAI_VARROCK_FLOORBOARD_OVERHANG_MIRROR,fai_varrock_floorboard_overhang_mirror,1,1,,1,1,0,,,,0,
526,null,FAI_VARROCK_RUBBLES1,fai_varrock_rubbles1,1,1,,1,1,0,,,,0,
527,null,FAI_VARROCK_RUBBLES2,fai_varrock_rubbles2,1,1,,1,1,0,,,,0,
528,null,FAI_VARROCK_RUBBLES3,fai_varrock_rubbles3,1,1,,1,1,0,,,,0,
529,null,FAI_VARROCK_RUBBLES4,fai_varrock_rubbles4,1,1,,1,1,0,,,,0,
530,null,FAI_VARROCK_RUBBLES5,fai_varrock_rubbles5,1,1,,1,1,0,,,,0,
531,null,FAI_VARROCK_RUBBLES_LARGE,fai_varrock_rubbles_large,1,1,,1,1,0,,,,0,
532,Door,FAI_VARROCK_RESTING_BROKEN_DOOR,fai_varrock_resting_broken_door,1,1,Open,1,0,1,,,,0,
533,null,FAI_VARROCK_LUMBER_YARD_WALLS_NOBLOCKRANGE,fai_varrock_lumber_yard_walls_noblockrange,1,1,,0,0,0,,,,0,
534,Crevice,SLAYER_CAVE_PASSAGE_SMOKEDEVIL_EXIT,slayer_cave_passage_smokedevil_exit,1,1,Use,1,0,1,,,,0,
535,Crevice,SLAYER_CAVE_SMOKEDEVIL_BOSS_ENTRANCE,slayer_cave_smokedevil_boss_entrance,1,1,Use|Peek,1,0,1,,,,0,
536,Crevice,SLAYER_CAVE_SMOKEDEVIL_BOSS_EXIT,slayer_cave_smokedevil_boss_exit,1,1,Use,1,0,1,,,,0,
537,Crevice,SLAYER_CAVE_KRAKEN_BOSS_ENTRANCE,slayer_cave_kraken_boss_entrance,1,1,Enter|Private|Peek,1,0,1,,,,0,
538,Crevice,SLAYER_CAVE_KRAKEN_BOSS_EXIT,slayer_cave_kraken_boss_exit,1,1,Use,1,0,1,,,,0,
539,Curtain,_100_DAVE_CRYPT_CURTAINS_BIGRAT,100_dave_crypt_curtains_bigrat,1,1,Enter,0,0,1,,,,0,
540,<col=ff9040>Red spice (4)</col>,_100_DAVE_SPICE_RED,100_dave_spice_red,1,1,,0,0,1,,,,0,81
541,<col=ff9040>Orange spice (4)</col>,_100_DAVE_SPICE_ORANGE,100_dave_spice_orange,1,1,,0,0,1,,,,0,81
542,<col=ff9040>Brown spice (4)</col>,_100_DAVE_SPICE_BROWN,100_dave_spice_brown,1,1,,0,0,1,,,,0,81
543,<col=ff9040>Yellow spice (4)</col>,_100_DAVE_SPICE_YELLOW,100_dave_spice_yellow,1,1,,0,0,1,,,,0,81
544,Broken Fence,VIKING_PIKE_DEFENCE_BROKEN,viking_pike_defence_broken,2,1,Jump,1,0,1,,,,0,51
545,null,MM2_LAB_WALL_01,mm2_lab_wall_01,1,1,,1,0,0,,,,0,
546,null,MM2_LAB_WALL_02,mm2_lab_wall_02,1,1,,1,0,0,,,,0,
547,null,MM2_LAB_WALL_03,mm2_lab_wall_03,1,1,,1,0,0,,,,0,
548,null,MM2_LAB_WALL_04,mm2_lab_wall_04,1,1,,1,0,0,,,,0,
549,null,MM2_LAB_WALL_05,mm2_lab_wall_05,1,1,,1,0,0,,,,0,
550,null,MM2_LAB_WALL_06,mm2_lab_wall_06,1,1,,1,0,0,,,,0,
551,null,MM2_LAB_WALL_END_01,mm2_lab_wall_end_01,1,1,,1,0,0,,,,0,
552,null,MM2_LAB_WALL_END_02,mm2_lab_wall_end_02,1,1,,1,0,0,,,,0,
553,Door,MM2_LAB_DOOR_RIGHT,mm2_lab_door_right,1,1,Open,1,0,1,,,,0,
554,Icicle,ICICLE_LARGE_UP,icicle_large_up,1,1,,1,0,1,,,,0,
555,Icicle,ICICLE_SMALL_UP,icicle_small_up,1,1,,1,0,1,,,,0,
556,Icicle,ICICLE_LARGE_DOWN,icicle_large_down,1,1,,0,0,1,,,,0,
557,Icicle,ICICLE_SMALL_FLOOR,icicle_small_floor,1,1,,1,0,1,,,,0,
558,Cave entrance,CAVEENTRANCE_ICE,caveentrance_ice,4,2,,1,0,1,,,,0,
